# FastQC theoretical GC content curve: Human Transcriptome (UCSC hg38)
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0.001
10	0.001
11	0.001
12	0.002
13	0.002
14	0.003
15	0.005
16	0.011
17	0.018
18	0.03
19	0.046
20	0.078
21	0.116
22	0.167
23	0.23
24	0.305
25	0.395
26	0.507
27	0.612
28	0.729
29	0.858
30	1.001
31	1.136
32	1.267
33	1.444
34	1.578
35	1.766
36	1.922
37	2.129
38	2.311
39	2.4
40	2.576
41	2.667
42	2.736
43	2.807
44	2.827
45	2.852
46	2.872
47	2.886
48	2.915
49	2.911
50	2.893
51	2.866
52	2.896
53	2.862
54	2.877
55	2.865
56	2.834
57	2.795
58	2.756
59	2.686
60	2.569
61	2.444
62	2.269
63	2.102
64	1.926
65	1.754
66	1.538
67	1.328
68	1.169
69	0.976
70	0.799
71	0.663
72	0.558
73	0.463
74	0.378
75	0.318
76	0.263
77	0.226
78	0.178
79	0.145
80	0.119
81	0.097
82	0.076
83	0.058
84	0.042
85	0.032
86	0.018
87	0.015
88	0.009
89	0.005
90	0.004
91	0.002
92	0.001
93	0.001
94	0
95	0
96	0
97	0
98	0
99	0
100	0
